label,x,y,plot_type,plot_num
Mainland,0.0,524.1531428315001,path,0
Mainland,98.83118760685049,524.1531428315001,path,0
Mainland,104.8316287741144,524.1531428315001,path,0
Mainland,111.19638099615419,524.1531428315001,path,0
Mainland,117.94756307072674,524.1531428315001,path,0
Mainland,125.1086367172707,524.1531428315001,path,0
Mainland,132.70448811111288,524.1531428315001,path,0
Mainland,140.76151436794814,524.1531428315001,path,0
Mainland,149.30771527914018,524.1531428315001,path,0
Mainland,158.37279061664398,524.1531428315001,path,0
Mainland,167.98824334570446,524.1531428315001,path,0
Mainland,178.18748910401465,524.1531428315001,path,0
Mainland,189.00597232779617,524.1531428315001,path,0
Mainland,200.48128942836556,524.1531428315001,path,0
Mainland,212.65331944724525,524.1531428315001,path,0
Mainland,225.56436264387807,10882.820823132091,path,0
Mainland,239.2592874975604,10882.820823132091,path,0
Mainland,253.78568663445674,10882.820823132091,path,0
Mainland,269.1940422215771,10882.820823132091,path,0
Mainland,285.5379014024878,10882.820823132091,path,0
Mainland,302.8740623844375,10882.820823132091,path,0
Mainland,321.26277182358314,10882.820823132091,path,0
Mainland,340.76793419427105,10882.820823132091,path,0
Mainland,361.4573338699769,10882.820823132091,path,0
Mainland,383.4028706876741,10882.820823132091,path,0
Mainland,406.6808098142704,10882.820823132091,path,0
Mainland,431.3720467834459,10882.820823132091,path,0
Mainland,457.56238862394895,10882.820823132091,path,0
Mainland,485.3428520563284,10882.820823132091,path,0
Mainland,514.8099797943975,10882.820823132091,path,0
Mainland,546.0661760506334,10882.820823132091,path,0
Mainland,579.220062411476,10882.820823132091,path,0
Mainland,614.3868553192453,10882.820823132091,path,0
Mainland,651.6887664725206,10882.820823132091,path,0
Mainland,691.2554275364433,10882.820823132091,path,0
Mainland,733.2243406388978,10882.820823132091,path,0
Mainland,777.7413562181445,10882.820823132091,path,0
Mainland,824.9611798825074,10882.820823132091,path,0
Mainland,875.0479100435692,10882.820823132091,path,0
Mainland,928.1756081912516,10882.820823132091,path,0
Mainland,984.5289037925988,10882.820823132091,path,0
Mainland,1044.3036359164178,10882.820823132091,path,0
Mainland,1107.7075338135414,10882.820823132091,path,0
Mainland,1174.9609388178794,10882.820823132091,path,0
Mainland,1246.2975700769905,10882.820823132091,path,0
Mainland,1321.965336773266,10882.820823132091,path,0
Mainland,1402.2271996583413,10882.820823132091,path,0
Mainland,1487.3620848947496,10882.820823132091,path,0
Mainland,1577.6658533805935,10882.820823132091,path,0
Mainland,1673.4523289258427,10882.820823132091,path,0
Mainland,1775.0543888533746,10882.820823132091,path,0
Mainland,1882.8251208148106,10882.820823132091,path,0
Mainland,1997.1390498413277,10882.820823132091,path,0
Mainland,2118.393439893681,10882.820823132091,path,0
Mainland,2247.0096744345965,10882.820823132091,path,0
Mainland,2383.4347208213003,10882.820823132091,path,0
Mainland,2528.142683607241,10882.820823132091,path,0
Mainland,2681.6364521510336,17871.20550022261,path,0
Mainland,2844.4494482584223,17871.20550022261,path,0
Mainland,3017.1474799306416,17871.20550022261,path,0
Mainland,3200.330707661355,17871.20550022261,path,0
Mainland,3394.6357301154117,17871.20550022261,path,0
Mainland,3600.737796437619,17871.20550022261,path,0
Mainland,3819.353152879717,17871.20550022261,path,0
Mainland,4051.2415319005745,17871.20550022261,path,0
Mainland,4297.208792389719,17871.20550022261,path,0
Mainland,4558.1097201895245,17871.20550022261,path,0
Mainland,4834.850998648424,17871.20550022261,path,0
Mainland,5128.394359528427,17871.20550022261,path,0
Mainland,5439.759925216981,17871.20550022261,path,0
Mainland,5770.029753858019,13344.516191087556,path,0
Mainland,6120.351599722266,13344.516191087556,path,0
Mainland,6491.942901884837,13344.516191087556,path,0
Mainland,6886.095015071593,13344.516191087556,path,0
Mainland,7304.17769737726,13344.516191087556,path,0
Mainland,7747.643870451112,13344.516191087556,path,0
Mainland,8218.03466869274,13344.516191087556,path,0
Mainland,8716.984795004977,13344.516191087556,path,0
Mainland,9246.228201716163,13344.516191087556,path,0
Mainland,9807.604116414257,13344.516191087556,path,0
Mainland,10403.063433633672,13344.516191087556,path,0
Mainland,11034.675494607302,13879.704876146363,path,0
Mainland,11704.635278644646,13879.704876146363,path,0
Mainland,12415.271031127708,13879.704876146363,path,0
Mainland,13169.052354633277,13879.704876146363,path,0
Mainland,13968.598791299974,13879.704876146363,path,0
Mainland,14816.688926265639,13879.704876146363,path,0
Mainland,15716.270043811017,13879.704876146363,path,0
Mainland,16670.46836976722,26225.943161132145,path,0
Mainland,17682.599935781003,26225.943161132145,path,0
Mainland,18756.18210319355,26225.943161132145,path,0
Mainland,19894.945786580673,26225.943161132145,path,0
Mainland,21102.84841943348,26225.943161132145,path,0
Mainland,22384.08770703789,26225.943161132145,path,0
Mainland,23743.11621434734,5168.140417186706,path,0
Mainland,25184.65683954393,5168.140417186706,path,0
Mainland,26713.719227062375,5168.140417186706,path,0
Mainland,28335.617177114797,5168.140417186706,path,0
Mainland,30055.9871122182,5168.140417186706,path,0
Mainland,31880.80766489979,5168.140417186706,path,0
Mainland,33816.42045465067,14907.034881198499,path,0
Islands,0.0,2354.9792475582103,path,1
Islands,0.028272373821863924,2354.9792475582103,path,1
Islands,0.03369854427495898,2354.9792475582103,path,1
Islands,0.04016613155324021,2354.9792475582103,path,1
