label,x,y,plot_type,plot_num
Iceland_historical,0.0,1995.1079980342815,path,0
Iceland_historical,0.3499890513135641,1995.1079980342815,path,0
Iceland_historical,0.395009514296648,1995.4704280591423,path,0
Iceland_historical,0.4458211358305603,1996.5447765319716,path,0
Iceland_historical,0.5031688553303739,1998.3121705598999,path,0
Iceland_historical,0.5678934366869092,2000.754402271237,path,0
Iceland_historical,0.6409437945445133,2003.8492408229715,path,0
Iceland_historical,0.7233909061562309,2007.3437810892633,path,0
Iceland_historical,0.8164435127754235,2010.6493617801555,path,0
Iceland_historical,0.9214658407789177,2013.1474542316298,path,0
Iceland_historical,1.0399976023276396,2014.2171334151067,path,0
Iceland_historical,1.1737765687906196,2013.2367290674915,path,0
Iceland_historical,1.3247640478769411,2009.4082875324216,path,0
Iceland_historical,1.4951736379910325,2001.6132071027941,path,0
Iceland_historical,1.6875036813733046,1988.7338884454875,path,0
Iceland_historical,1.904573891815453,1969.7162189326461,path,0
Iceland_historical,2.1495666939422957,1943.6006734578539,path,0
Iceland_historical,2.4260738801273707,1909.646830252416,path,0
Iceland_historical,2.738149269070453,1867.6760418121198,path,0
Iceland_historical,3.09036813805416,1817.7714924012378,path,0
Iceland_historical,3.4878943002046343,1760.163671058873,path,0
Iceland_historical,3.936555810163092,1695.2338587155896,path,0
Iceland_historical,4.442930408074462,1623.5129533319625,path,0
Iceland_historical,5.014441954571179,1545.7776146834547,path,0
Iceland_historical,5.659469270566664,1463.4771770727612,path,0
Iceland_historical,6.387468977537976,1378.2096426742771,path,0
Iceland_historical,7.209114139235352,1291.4505726249995,path,0
Iceland_historical,8.136450737417922,1204.5262089917298,path,0
Iceland_historical,9.183074275676624,1118.5965204498395,path,0
Iceland_historical,10.364329100498585,1034.6470026664408,path,0
Iceland_historical,11.69753336178115,953.4880596979162,path,0
Iceland_historical,13.202232910898294,875.7606224967753,path,0
Iceland_historical,14.90048785866986,801.9466060924058,path,0
Iceland_historical,16.817195994405587,732.3828463213622,path,0
Iceland_historical,18.980457807607507,667.277266317976,path,0
Iceland_historical,21.42198846384449,606.7261790208773,path,0
Iceland_historical,24.17758277469767,550.7318136817604,path,0
Iceland_historical,27.287639978611452,499.21934415021065,path,0
Iceland_historical,30.797756026362183,452.0528808268058,path,0
Iceland_historical,34.75939205452652,409.05005683154616,path,0
Iceland_historical,39.230628847312005,369.9949859488224,path,0
